Customer_Text,Sentiment
4,1
jis deen garibo ko jhut case karna band kardeneg holi colour full ho jayega rishwat colour ka rang lute leta h,1
mention your technical reason,1
guys bill due is today and i am not aware that why i being charged without any usage at all please respond urgently,0
is there any update on this,1
,1
the ongoing digging work at anand parbat is being done in total unprofessional and in negligent manner causing daily traffic jams at liberty cinema road malba lying on the road and is not being cleared,1
2 bsesdelhi ca no 150828885 mno 9999145286,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
triedbut no appointments available for comming week,1
one missed call at 442 pm and thereafter from 445 to 5 pm several calls made by me but they did not respond to me they made only formality to make a miss call,1
still waiting for response,1
hi team please provide my bill for this month my contact number is 9958564378 the connection number is 153219688,1
bill is correct but use is illegal please see,0
sir bses laxmi nagar division visit inspector not working honestly they reporting false if we make complaints against them then the heigher authorities officers supporting themself we applied new connection for different different address but we found reply,1
sir mr arif is senior executive in laxmi nagar division bses he is appointed since 2004 to laxmi nagar he getting benefits to knoting with touts for tempering in bills because he has been twenty years he knows all the touts whu not transfer as per law,1
any reason why you cut my area light bsesdelhi arvindkejriwal sir please help,1
goes missing if you have asked them anything,0
rishwat khor depertment enforcement h inka ed ka red padni chahiye,1
dear sir im amiruddin consumer of bses yamuna power my ca number is 153950746i applied for a subsidy in the month of september with reference number by271539105074322 now your excutive saying your subsidy does not apply from our side,1
151971702 power cut help please,1
no update till now due date was of yesterday why you are charging me 130 for no reason no consumption at all from last many months what the hell is going on how many times i need to write to you all ca number 101207165 registered mobile number 7290847923,1
dear team my ca no is 15162290since last 3months i am not getting any subsidy as my bill is below 200 unit do you want me to escalate this issue in different way,1
why yrr here in nand nagri divion no electrity fr 2 hour and it sliping time please resolved it asap,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
httpstwittercomramgopa87853049status1635106691296661504,1
bill month of march not received till date last reading date 08022023 ca no 152888249,1
4,1
no power supply in my area since 40mins ca number 100798394 contact number 9873338861,1
no electricity in mayur vihar phase 3 pocket b8 ca no 101163392,1
hamare desh ek rishwat khori company mujhe itna pata h aur delhi goverment ke neta aur adhikari sab mile huwe h enforcement department ke log,1
kindly refer diary no 1085november 2022 in bses office gokalpuri i did not get solution on same people from bses office have been calling me and mental harassing me as well,1
sir plz initiate this work electricity bses pillar is about fall pillar is in bent condition and may fall at any time so plz repair it asap,1
is there any update,1
ca no 151265421 no light in my area last 2 hour and more time what happened very big power cut,1
in sonia vihar a block electricity lost from last one hours can you please do something cn no 101417494 contact no 9821206430 sumit,1
yet no update,1
still pending thank you so much for not resolve this clap for the bsesdelhi team for fast and excellent service hats off you team,1
